BIOL000,1,Science
BIOL001,1,Science
BIOL002,3,Science
BIOL003,6,Science
BIOL004,4,Science
BIOL005,1,Science
BIOL006,3,Science
BIOL007,6,Science
BIOL008,3,Science
BIOL009,1,Science
BIOL010,4,Science
BIOL011,3,Science
BIOL012,6,Science
BIOL013,3,Science
BIOL014,1,Science
BIOL015,3,Science
BIOL016,3,Science
BIOL017,1,Science
BIOL018,1,Science
BIOL019,4,Science
BIOL020,6,Science
BIOL021,4,Science
BIOL022,6,Science
BIOL023,4,Science
BIOL024,6,Science
BIOL025,4,Science
BIOL026,3,Science
BIOL027,4,Science
BIOL028,4,Science
BIOL029,6,Science
BIOL030,6,Science
BIOL031,6,Science
BIOL032,3,Science
BIOL033,3,Science
BIOL034,4,Science
BIOL035,3,Science
BIOL036,3,Science
BIOL037,1,Science
BIOL038,4,Science
BIOL039,3,Science
BIOL040,4,Science
BIOL041,3,Science
BIOL042,4,Science
BIOL043,3,Science
BIOL044,4,Science
BIOL045,1,Science
BIOL046,4,Science
BIOL047,3,Science
BIOL048,3,Science
BIOL049,4,Science
BIOL050,4,Science
BIOL051,4,Science
BIOL052,6,Science
BIOL053,4,Science
BIOL054,1,Science
BIOL055,6,Science
BIOL056,6,Science
BIOL057,3,Science
BIOL058,6,Science
BIOL059,4,Science
BIOL060,1,Science
BIOL061,4,Science
BIOL062,3,Science
BIOL063,6,Science
BIOL064,4,Science
BIOL065,4,Science
BIOL066,1,Science
BIOL067,4,Science
BIOL068,3,Science
BIOL069,1,Science
BIOL070,6,Science
BIOL071,4,Science
BIOL072,3,Science
BIOL073,3,Science
BIOL074,6,Science
BIOL075,3,Science
BIOL076,1,Science
MIMM000,4,Science
MIMM001,3,Science
MIMM002,4,Science
MIMM003,6,Science
MIMM004,3,Science
MIMM005,4,Science
MIMM006,1,Science
MIMM007,6,Science
MIMM008,4,Science
MIMM009,6,Science
MIMM010,3,Science
MIMM011,3,Science
MIMM012,6,Science
MIMM013,3,Science
MIMM014,4,Science
MIMM015,1,Science
MIMM016,6,Science
MIMM017,3,Science
MIMM018,6,Science
MIMM019,1,Science
MIMM020,4,Science
MIMM021,3,Science
MIMM022,1,Science
MIMM023,1,Science
MIMM024,4,Science
MIMM025,4,Science
MIMM026,1,Science
MIMM027,6,Science
MIMM028,6,Science
MIMM029,4,Science
MIMM030,1,Science
MIMM031,1,Science
MIMM032,4,Science
MIMM033,1,Science
MIMM034,4,Science
MIMM035,3,Science
MIMM036,3,Science
MIMM037,6,Science
MIMM038,1,Science
MIMM039,3,Science
MIMM040,4,Science
MIMM041,4,Science
MIMM042,3,Science
MIMM043,6,Science
MIMM044,3,Science
MIMM045,4,Science
MIMM046,4,Science
MIMM047,4,Science
MIMM048,6,Science
MIMM049,1,Science
MIMM050,4,Science
MIMM051,6,Science
MIMM052,1,Science
MIMM053,1,Science
MIMM054,3,Science
MIMM055,4,Science
MIMM056,3,Science
MIMM057,1,Science
MIMM058,4,Science
MIMM059,1,Science
MIMM060,4,Science
MIMM061,1,Science
MIMM062,3,Science
MIMM063,1,Science
MIMM064,3,Science
MIMM065,1,Science
MIMM066,4,Science
MIMM067,4,Science
MIMM068,4,Science
MIMM069,6,Science
MIMM070,1,Science
MIMM071,6,Science
MIMM072,6,Science
MIMM073,1,Science
MIMM074,6,Science
MIMM075,6,Science
MIMM076,4,Science
CHEM000,1,Science
CHEM001,3,Science
CHEM002,1,Science
CHEM003,3,Science
CHEM004,1,Science
CHEM005,4,Science
CHEM006,1,Science
CHEM007,1,Science
CHEM008,3,Science
CHEM009,3,Science
CHEM010,4,Science
CHEM011,3,Science
CHEM012,3,Science
CHEM013,4,Science
CHEM014,1,Science
CHEM015,6,Science
CHEM016,3,Science
CHEM017,3,Science
CHEM018,3,Science
CHEM019,6,Science
CHEM020,1,Science
CHEM021,4,Science
CHEM022,1,Science
CHEM023,3,Science
CHEM024,1,Science
CHEM025,3,Science
CHEM026,4,Science
CHEM027,1,Science
CHEM028,4,Science
CHEM029,6,Science
CHEM030,4,Science
CHEM031,4,Science
CHEM032,3,Science
CHEM033,4,Science
CHEM034,4,Science
CHEM035,4,Science
CHEM036,6,Science
CHEM037,3,Science
CHEM038,1,Science
CHEM039,3,Science
CHEM040,1,Science
CHEM041,4,Science
CHEM042,3,Science
CHEM043,1,Science
CHEM044,6,Science
CHEM045,3,Science
CHEM046,4,Science
CHEM047,3,Science
CHEM048,4,Science
CHEM049,1,Science
CHEM050,3,Science
CHEM051,4,Science
CHEM052,3,Science
CHEM053,4,Science
CHEM054,1,Science
CHEM055,3,Science
CHEM056,3,Science
CHEM057,1,Science
CHEM058,3,Science
CHEM059,1,Science
CHEM060,4,Science
CHEM061,3,Science
CHEM062,3,Science
CHEM063,3,Science
CHEM064,6,Science
CHEM065,6,Science
CHEM066,3,Science
CHEM067,1,Science
CHEM068,4,Science
CHEM069,6,Science
CHEM070,6,Science
CHEM071,1,Science
CHEM072,1,Science
CHEM073,4,Science
CHEM074,3,Science
CHEM075,4,Science
CHEM076,4,Science
COMP000,4,Science
COMP001,6,Science
COMP002,1,Science
COMP003,3,Science
COMP004,3,Science
COMP005,3,Science
COMP006,4,Science
COMP007,1,Science
COMP008,6,Science
COMP009,4,Science
COMP010,3,Science
COMP011,4,Science
COMP012,4,Science
COMP013,1,Science
COMP014,4,Science
COMP015,3,Science
COMP016,6,Science
COMP017,6,Science
COMP018,4,Science
COMP019,4,Science
COMP020,4,Science
COMP021,4,Science
COMP022,1,Science
COMP023,1,Science
COMP024,4,Science
COMP025,6,Science
COMP026,6,Science
COMP027,4,Science
COMP028,3,Science
COMP029,4,Science
COMP030,4,Science
COMP031,1,Science
COMP032,1,Science
COMP033,3,Science
COMP034,4,Science
COMP035,1,Science
COMP036,4,Science
COMP037,3,Science
COMP038,1,Science
COMP039,1,Science
COMP040,1,Science
COMP041,3,Science
COMP042,4,Science
COMP043,1,Science
COMP044,4,Science
COMP045,6,Science
COMP046,1,Science
COMP047,6,Science
COMP048,6,Science
COMP049,6,Science
COMP050,1,Science
COMP051,1,Science
COMP052,1,Science
COMP053,4,Science
COMP054,6,Science
COMP055,4,Science
COMP056,6,Science
COMP057,6,Science
COMP058,6,Science
COMP059,6,Science
COMP060,4,Science
COMP061,4,Science
COMP062,1,Science
COMP063,1,Science
COMP064,3,Science
COMP065,1,Science
COMP066,1,Science
COMP067,3,Science
COMP068,3,Science
COMP069,4,Science
COMP070,3,Science
COMP071,4,Science
COMP072,4,Science
COMP073,1,Science
COMP074,6,Science
COMP075,4,Science
COMP076,6,Science
HIST000,6,Arts
HIST001,6,Arts
HIST002,6,Arts
HIST003,4,Arts
HIST004,3,Arts
HIST005,1,Arts
HIST006,1,Arts
HIST007,3,Arts
HIST008,6,Arts
HIST009,4,Arts
HIST010,4,Arts
HIST011,6,Arts
HIST012,1,Arts
HIST013,4,Arts
HIST014,3,Arts
HIST015,1,Arts
HIST016,6,Arts
HIST017,6,Arts
HIST018,4,Arts
HIST019,6,Arts
HIST020,6,Arts
HIST021,1,Arts
HIST022,6,Arts
HIST023,1,Arts
HIST024,3,Arts
HIST025,3,Arts
HIST026,6,Arts
HIST027,4,Arts
HIST028,6,Arts
HIST029,3,Arts
HIST030,1,Arts
HIST031,3,Arts
HIST032,3,Arts
HIST033,3,Arts
HIST034,6,Arts
HIST035,4,Arts
HIST036,4,Arts
HIST037,1,Arts
HIST038,4,Arts
HIST039,4,Arts
HIST040,1,Arts
HIST041,4,Arts
HIST042,4,Arts
HIST043,4,Arts
HIST044,6,Arts
HIST045,6,Arts
HIST046,6,Arts
HIST047,3,Arts
HIST048,3,Arts
HIST049,3,Arts
HIST050,6,Arts
HIST051,6,Arts
HIST052,3,Arts
HIST053,1,Arts
HIST054,4,Arts
HIST055,3,Arts
HIST056,6,Arts
HIST057,4,Arts
HIST058,1,Arts
HIST059,3,Arts
HIST060,1,Arts
HIST061,6,Arts
HIST062,6,Arts
HIST063,4,Arts
HIST064,1,Arts
HIST065,1,Arts
HIST066,6,Arts
HIST067,6,Arts
HIST068,6,Arts
HIST069,3,Arts
HIST070,4,Arts
HIST071,4,Arts
HIST072,4,Arts
HIST073,3,Arts
HIST074,6,Arts
HIST075,1,Arts
HIST076,6,Arts
ANTH000,6,Arts
ANTH001,3,Arts
ANTH002,3,Arts
ANTH003,1,Arts
ANTH004,4,Arts
ANTH005,1,Arts
ANTH006,6,Arts
ANTH007,3,Arts
ANTH008,6,Arts
ANTH009,6,Arts
ANTH010,6,Arts
ANTH011,3,Arts
ANTH012,3,Arts
ANTH013,1,Arts
ANTH014,6,Arts
ANTH015,3,Arts
ANTH016,4,Arts
ANTH017,6,Arts
ANTH018,4,Arts
ANTH019,4,Arts
ANTH020,4,Arts
ANTH021,4,Arts
ANTH022,4,Arts
ANTH023,3,Arts
ANTH024,1,Arts
ANTH025,6,Arts
ANTH026,6,Arts
ANTH027,1,Arts
ANTH028,4,Arts
ANTH029,4,Arts
ANTH030,1,Arts
ANTH031,3,Arts
ANTH032,6,Arts
ANTH033,1,Arts
ANTH034,3,Arts
ANTH035,1,Arts
ANTH036,6,Arts
ANTH037,1,Arts
ANTH038,1,Arts
ANTH039,4,Arts
ANTH040,3,Arts
ANTH041,1,Arts
ANTH042,1,Arts
ANTH043,1,Arts
ANTH044,3,Arts
ANTH045,6,Arts
ANTH046,4,Arts
