100000000,WINTER 2021,1,MGCR063,B
100000000,SUMMER 2019,1,BIOL025,B-
100000000,FALL 2021,1,HIST058,D
100000000,WINTER 2019,1,COMP035,C
100000000,WINTER 2019,1,HIST049,A-
100000000,WINTER 2020,2,MUAR062,A-
100000000,SUMMER 2021,1,MUAR054,C
100000000,SUMMER 2020,1,CHEM045,B-
100000000,FALL 2019,1,MUAR002,
100000000,WINTER 2021,1,ANTH061,B-
100000000,SUMMER 2019,1,COMP053,A
100000000,SUMMER 2020,1,BIOL068,B
100000000,FALL 2019,1,CHEM004,B-
100000000,FALL 2021,1,CHEM004,
100000000,SUMMER 2019,1,ECON015,B
100000000,SUMMER 2019,1,MGCR003,C
100000000,FALL 2019,1,COMP009,C
100000000,WINTER 2021,2,BIOL040,A
100000000,SUMMER 2020,1,BIOL014,A-
100000000,FALL 2020,2,ECON067,A
100000000,FALL 2021,1,BIOL019,B
100000000,WINTER 2020,1,MIMM059,B
100000000,FALL 2019,1,CHEM000,C
100000000,FALL 2019,1,MIMM047,C-
100000000,WINTER 2019,1,MUAR024,B-
100000000,FALL 2020,1,HIST036,C-
100000000,FALL 2018,1,HIST063,
100000000,SUMMER 2019,1,MIMM011,A-
100000000,SUMMER 2019,1,ECON011,A
100000000,WINTER 2018,1,MUAR011,
100000000,FALL 2020,1,MUAR028,C-
100000000,WINTER 2018,1,ANTH017,D
100000000,FALL 2020,1,ANTH066,
100000000,WINTER 2020,1,MUAR067,C-
100000000,WINTER 2018,2,ECON058,
100000000,WINTER 2020,1,MIMM026,D
100000000,SUMMER 2020,1,CHEM018,B-
100000000,WINTER 2021,1,HIST022,B
100000000,FALL 2021,1,CHEM048,B-
100000000,WINTER 2018,1,ANTH045,B
100000001,WINTER 2020,2,MIMM038,
100000001,SUMMER 2020,1,MIMM019,
100000001,SUMMER 2018,1,ANTH071,A-
100000001,WINTER 2018,2,COMP066,A
100000001,WINTER 2021,1,MIMM052,D
100000001,SUMMER 2018,2,MUAR057,C-
100000001,WINTER 2019,2,MIMM035,
100000001,FALL 2019,1,ANTH011,C
100000001,SUMMER 2020,1,ANTH028,B
