FALL 2018,1,BIOL001
FALL 2018,1,BIOL002
FALL 2018,2,BIOL002
FALL 2018,1,BIOL003
FALL 2018,1,BIOL005
FALL 2018,1,BIOL006
FALL 2018,1,BIOL007
FALL 2018,1,BIOL008
FALL 2018,1,BIOL009
FALL 2018,1,BIOL011
FALL 2018,1,BIOL012
FALL 2018,1,BIOL013
FALL 2018,2,BIOL013
FALL 2018,1,BIOL014
FALL 2018,1,BIOL015
FALL 2018,1,BIOL018
FALL 2018,1,BIOL019
FALL 2018,2,BIOL019
FALL 2018,1,BIOL020
FALL 2018,1,BIOL021
FALL 2018,2,BIOL021
FALL 2018,1,BIOL023
FALL 2018,1,BIOL024
FALL 2018,2,BIOL024
FALL 2018,1,BIOL026
FALL 2018,1,BIOL027
FALL 2018,2,BIOL027
FALL 2018,1,BIOL029
FALL 2018,1,BIOL030
FALL 2018,1,BIOL032
FALL 2018,1,BIOL035
FALL 2018,1,BIOL036
FALL 2018,1,BIOL037
FALL 2018,2,BIOL037
FALL 2018,1,BIOL040
FALL 2018,1,BIOL043
FALL 2018,1,BIOL045
FALL 2018,1,BIOL046
FALL 2018,1,BIOL047
FALL 2018,1,BIOL048
FALL 2018,1,BIOL049
FALL 2018,1,BIOL051
FALL 2018,1,BIOL052
FALL 2018,1,BIOL054
FALL 2018,1,BIOL055
FALL 2018,1,BIOL056
FALL 2018,1,BIOL057
FALL 2018,1,BIOL058
FALL 2018,1,BIOL059
FALL 2018,1,BIOL060
FALL 2018,1,BIOL062
FALL 2018,1,BIOL064
FALL 2018,1,BIOL065
FALL 2018,1,BIOL066
FALL 2018,2,BIOL066
FALL 2018,1,BIOL067
FALL 2018,2,BIOL067
FALL 2018,1,BIOL068
FALL 2018,1,BIOL069
FALL 2018,1,BIOL070
FALL 2018,1,BIOL071
FALL 2018,2,BIOL071
FALL 2018,1,BIOL072
FALL 2018,1,BIOL073
FALL 2018,2,BIOL073
FALL 2018,1,BIOL074
FALL 2018,1,BIOL076
FALL 2018,2,BIOL076
FALL 2018,1,BIOL078
FALL 2018,1,BIOL079
FALL 2018,1,BIOL080
FALL 2018,1,BIOL081
FALL 2018,1,BIOL082
FALL 2018,1,MIMM001
FALL 2018,1,MIMM002
FALL 2018,1,MIMM003
FALL 2018,2,MIMM003
FALL 2018,1,MIMM005
FALL 2018,1,MIMM006
FALL 2018,1,MIMM008
FALL 2018,1,MIMM009
FALL 2018,1,MIMM010
FALL 2018,1,MIMM011
FALL 2018,1,MIMM012
FALL 2018,1,MIMM013
FALL 2018,1,MIMM014
FALL 2018,2,MIMM014
FALL 2018,1,MIMM015
FALL 2018,1,MIMM017
FALL 2018,1,MIMM018
FALL 2018,2,MIMM018
FALL 2018,1,MIMM019
FALL 2018,1,MIMM020
FALL 2018,1,MIMM022
FALL 2018,1,MIMM024
FALL 2018,1,MIMM027
FALL 2018,1,MIMM028
FALL 2018,1,MIMM029
FALL 2018,1,MIMM030
FALL 2018,2,MIMM030
FALL 2018,1,MIMM031
FALL 2018,1,MIMM032
FALL 2018,1,MIMM033
FALL 2018,1,MIMM036
FALL 2018,1,MIMM037
FALL 2018,1,MIMM038
FALL 2018,1,MIMM039
FALL 2018,1,MIMM042
FALL 2018,2,MIMM042
FALL 2018,1,MIMM043
FALL 2018,1,MIMM044
FALL 2018,1,MIMM045
FALL 2018,2,MIMM045
FALL 2018,1,MIMM046
FALL 2018,1,MIMM049
FALL 2018,1,MIMM050
FALL 2018,1,MIMM053
FALL 2018,1,MIMM054
FALL 2018,2,MIMM054
FALL 2018,1,MIMM056
FALL 2018,1,MIMM057
FALL 2018,1,MIMM058
FALL 2018,1,MIMM059
FALL 2018,1,MIMM061
FALL 2018,1,MIMM062
FALL 2018,1,MIMM063
FALL 2018,2,MIMM063
FALL 2018,1,MIMM065
FALL 2018,1,MIMM066
FALL 2018,1,MIMM067
FALL 2018,1,MIMM068
FALL 2018,1,MIMM071
FALL 2018,2,MIMM071
FALL 2018,1,MIMM072
FALL 2018,1,MIMM073
FALL 2018,1,MIMM075
FALL 2018,1,MIMM078
FALL 2018,1,MIMM079
FALL 2018,1,MIMM080
FALL 2018,1,MIMM082
FALL 2018,1,CHEM000
FALL 2018,1,CHEM001
FALL 2018,1,CHEM002
FALL 2018,1,CHEM003
FALL 2018,2,CHEM003
FALL 2018,1,CHEM006
FALL 2018,1,CHEM007
FALL 2018,1,CHEM008
FALL 2018,2,CHEM008
FALL 2018,1,CHEM009
FALL 2018,2,CHEM009
FALL 2018,1,CHEM011
FALL 2018,1,CHEM013
FALL 2018,2,CHEM013
FALL 2018,1,CHEM014
FALL 2018,1,CHEM016
FALL 2018,1,CHEM017
FALL 2018,2,CHEM017
FALL 2018,1,CHEM018
FALL 2018,2,CHEM018
FALL 2018,1,CHEM019
FALL 2018,1,CHEM020
FALL 2018,2,CHEM020
FALL 2018,1,CHEM021
FALL 2018,2,CHEM021
FALL 2018,1,CHEM022
FALL 2018,2,CHEM022
FALL 2018,1,CHEM024
FALL 2018,2,CHEM024
FALL 2018,1,CHEM025
FALL 2018,1,CHEM027
FALL 2018,1,CHEM028
FALL 2018,2,CHEM028
FALL 2018,1,CHEM029
FALL 2018,1,CHEM031
FALL 2018,2,CHEM031
FALL 2018,1,CHEM032
FALL 2018,2,CHEM032
FALL 2018,1,CHEM033
FALL 2018,1,CHEM037
FALL 2018,2,CHEM037
FALL 2018,1,CHEM038
FALL 2018,1,CHEM041
FALL 2018,1,CHEM042
FALL 2018,1,CHEM043
FALL 2018,1,CHEM044
FALL 2018,1,CHEM045
FALL 2018,2,CHEM045
FALL 2018,1,CHEM046
FALL 2018,2,CHEM046
