BIOL000,4,Science
BIOL001,6,Science
BIOL002,4,Science
BIOL003,6,Science
BIOL004,4,Science
BIOL005,3,Science
BIOL006,6,Science
BIOL007,4,Science
BIOL008,4,Science
BIOL009,4,Science
BIOL010,6,Science
BIOL011,6,Science
BIOL012,3,Science
BIOL013,6,Science
BIOL014,1,Science
BIOL015,4,Science
BIOL016,4,Science
BIOL017,6,Science
BIOL018,1,Science
BIOL019,4,Science
BIOL020,4,Science
BIOL021,3,Science
BIOL022,1,Science
BIOL023,4,Science
BIOL024,4,Science
BIOL025,3,Science
BIOL026,1,Science
BIOL027,6,Science
BIOL028,6,Science
BIOL029,6,Science
BIOL030,6,Science
BIOL031,4,Science
BIOL032,3,Science
BIOL033,6,Science
BIOL034,6,Science
BIOL035,3,Science
BIOL036,4,Science
BIOL037,6,Science
BIOL038,3,Science
BIOL039,3,Science
BIOL040,3,Science
BIOL041,4,Science
BIOL042,1,Science
BIOL043,3,Science
BIOL044,6,Science
BIOL045,4,Science
BIOL046,3,Science
BIOL047,3,Science
BIOL048,1,Science
BIOL049,1,Science
BIOL050,4,Science
BIOL051,4,Science
BIOL052,4,Science
BIOL053,4,Science
BIOL054,6,Science
BIOL055,1,Science
BIOL056,3,Science
BIOL057,4,Science
BIOL058,3,Science
BIOL059,4,Science
BIOL060,3,Science
BIOL061,4,Science
BIOL062,6,Science
BIOL063,6,Science
BIOL064,6,Science
BIOL065,6,Science
BIOL066,4,Science
BIOL067,6,Science
BIOL068,1,Science
BIOL069,4,Science
BIOL070,1,Science
BIOL071,6,Science
BIOL072,6,Science
BIOL073,3,Science
BIOL074,6,Science
BIOL075,1,Science
BIOL076,1,Science
BIOL077,1,Science
BIOL078,3,Science
BIOL079,6,Science
BIOL080,6,Science
BIOL081,1,Science
BIOL082,3,Science
MIMM000,6,Science
MIMM001,4,Science
MIMM002,1,Science
MIMM003,6,Science
MIMM004,4,Science
MIMM005,1,Science
MIMM006,4,Science
MIMM007,4,Science
MIMM008,3,Science
MIMM009,3,Science
MIMM010,3,Science
MIMM011,4,Science
MIMM012,1,Science
MIMM013,4,Science
MIMM014,3,Science
MIMM015,6,Science
MIMM016,6,Science
MIMM017,4,Science
MIMM018,6,Science
MIMM019,4,Science
MIMM020,4,Science
MIMM021,1,Science
MIMM022,4,Science
MIMM023,3,Science
MIMM024,3,Science
MIMM025,6,Science
MIMM026,1,Science
MIMM027,6,Science
MIMM028,4,Science
MIMM029,1,Science
MIMM030,1,Science
MIMM031,3,Science
MIMM032,1,Science
MIMM033,6,Science
MIMM034,6,Science
MIMM035,4,Science
MIMM036,6,Science
MIMM037,6,Science
MIMM038,1,Science
MIMM039,3,Science
MIMM040,3,Science
MIMM041,6,Science
MIMM042,3,Science
MIMM043,4,Science
MIMM044,1,Science
MIMM045,6,Science
MIMM046,1,Science
MIMM047,3,Science
MIMM048,3,Science
MIMM049,1,Science
MIMM050,6,Science
MIMM051,3,Science
MIMM052,4,Science
MIMM053,6,Science
MIMM054,1,Science
MIMM055,4,Science
MIMM056,4,Science
MIMM057,6,Science
MIMM058,1,Science
MIMM059,1,Science
MIMM060,6,Science
MIMM061,3,Science
MIMM062,4,Science
MIMM063,4,Science
MIMM064,4,Science
MIMM065,3,Science
MIMM066,3,Science
MIMM067,4,Science
MIMM068,3,Science
MIMM069,4,Science
MIMM070,3,Science
MIMM071,6,Science
MIMM072,3,Science
MIMM073,6,Science
MIMM074,1,Science
MIMM075,1,Science
MIMM076,1,Science
MIMM077,4,Science
MIMM078,6,Science
MIMM079,1,Science
MIMM080,4,Science
MIMM081,3,Science
MIMM082,3,Science
CHEM000,1,Science
CHEM001,1,Science
CHEM002,6,Science
CHEM003,6,Science
CHEM004,1,Science
CHEM005,3,Science
CHEM006,3,Science
CHEM007,1,Science
CHEM008,6,Science
CHEM009,6,Science
CHEM010,1,Science
CHEM011,4,Science
CHEM012,6,Science
CHEM013,3,Science
CHEM014,6,Science
CHEM015,4,Science
CHEM016,3,Science
CHEM017,6,Science
CHEM018,1,Science
CHEM019,3,Science
CHEM020,1,Science
CHEM021,1,Science
CHEM022,4,Science
CHEM023,6,Science
CHEM024,1,Science
CHEM025,3,Science
CHEM026,3,Science
CHEM027,4,Science
CHEM028,3,Science
CHEM029,4,Science
CHEM030,3,Science
CHEM031,1,Science
CHEM032,3,Science
CHEM033,1,Science
CHEM034,4,Science
CHEM035,3,Science
CHEM036,1,Science
CHEM037,3,Science
CHEM038,4,Science
CHEM039,3,Science
CHEM040,3,Science
CHEM041,6,Science
CHEM042,3,Science
CHEM043,6,Science
CHEM044,1,Science
CHEM045,1,Science
CHEM046,4,Science
CHEM047,4,Science
CHEM048,3,Science
CHEM049,3,Science
CHEM050,6,Science
CHEM051,4,Science
CHEM052,3,Science
CHEM053,3,Science
CHEM054,4,Science
CHEM055,3,Science
CHEM056,6,Science
CHEM057,6,Science
CHEM058,6,Science
CHEM059,6,Science
CHEM060,3,Science
CHEM061,3,Science
CHEM062,3,Science
CHEM063,6,Science
CHEM064,4,Science
CHEM065,3,Science
CHEM066,6,Science
CHEM067,4,Science
CHEM068,6,Science
CHEM069,4,Science
CHEM070,4,Science
CHEM071,1,Science
CHEM072,3,Science
CHEM073,1,Science
CHEM074,4,Science
CHEM075,3,Science
CHEM076,1,Science
CHEM077,4,Science
CHEM078,3,Science
CHEM079,4,Science
CHEM080,6,Science
CHEM081,4,Science
CHEM082,4,Science
COMP000,3,Science
COMP001,1,Science
COMP002,3,Science
COMP003,6,Science
COMP004,6,Science
COMP005,3,Science
COMP006,4,Science
COMP007,6,Science
COMP008,6,Science
COMP009,4,Science
COMP010,4,Science
COMP011,4,Science
COMP012,6,Science
COMP013,4,Science
COMP014,6,Science
COMP015,6,Science
COMP016,6,Science
COMP017,4,Science
COMP018,4,Science
COMP019,3,Science
COMP020,1,Science
COMP021,3,Science
COMP022,6,Science
COMP023,1,Science
COMP024,3,Science
COMP025,3,Science
COMP026,3,Science
COMP027,6,Science
COMP028,4,Science
COMP029,3,Science
COMP030,6,Science
COMP031,4,Science
COMP032,1,Science
COMP033,4,Science
COMP034,6,Science
COMP035,6,Science
COMP036,3,Science
COMP037,4,Science
COMP038,4,Science
COMP039,1,Science
COMP040,1,Science
COMP041,4,Science
COMP042,1,Science
COMP043,6,Science
COMP044,1,Science
COMP045,4,Science
COMP046,4,Science
COMP047,3,Science
COMP048,6,Science
COMP049,3,Science
COMP050,1,Science
COMP051,3,Science
COMP052,3,Science
COMP053,6,Science
COMP054,3,Science
COMP055,1,Science
COMP056,1,Science
COMP057,6,Science
COMP058,6,Science
COMP059,6,Science
COMP060,4,Science
COMP061,3,Science
COMP062,4,Science
COMP063,4,Science
COMP064,6,Science
COMP065,3,Science
COMP066,3,Science
COMP067,3,Science
COMP068,6,Science
COMP069,6,Science
COMP070,6,Science
COMP071,6,Science
COMP072,3,Science
COMP073,3,Science
COMP074,3,Science
COMP075,4,Science
