100000000,SUMMER 2019,1,MUAR039,C
100000000,FALL 2018,2,ANTH041,B-
100000000,FALL 2021,1,MIMM053,B
100000000,FALL 2018,2,COMP068,C
100000000,WINTER 2018,2,HIST032,C-
100000000,FALL 2021,1,BIOL035,A
100000000,WINTER 2021,1,HIST076,D
100000000,WINTER 2021,1,ANTH026,D
100000000,SUMMER 2018,1,COMP012,
100000000,WINTER 2019,1,CHEM025,C-
100000000,WINTER 2020,1,COMP045,A
100000000,FALL 2018,1,HIST024,D
100000000,FALL 2020,1,HIST002,C
100000000,WINTER 2020,1,MGCR025,B
100000000,WINTER 2021,2,CHEM068,C
100000000,FALL 2019,1,MIMM028,D
100000000,SUMMER 2021,1,HIST023,C-
100000000,SUMMER 2020,2,COMP024,A
100000000,FALL 2020,2,HIST066,A-
100000000,SUMMER 2020,1,BIOL024,A
100000000,SUMMER 2019,1,BIOL000,C
100000000,WINTER 2020,1,ANTH036,B
100000000,SUMMER 2018,1,CHEM044,D
100000000,WINTER 2020,1,ANTH007,B-
100000000,FALL 2021,1,ANTH053,A
100000000,FALL 2021,1,COMP065,A-
100000000,FALL 2019,1,COMP074,C-
100000000,WINTER 2021,1,ANTH038,A-
100000000,WINTER 2019,1,MUAR008,B-
100000000,FALL 2021,1,HIST009,A
100000000,SUMMER 2018,1,CHEM069,B
100000000,FALL 2020,1,HIST004,B-
100000000,FALL 2019,2,MIMM017,C-
100000000,FALL 2019,1,ANTH057,D
100000000,WINTER 2019,1,HIST016,D
100000000,FALL 2021,1,MGCR020,D
100000001,WINTER 2019,1,ANTH045,A-
100000001,SUMMER 2019,1,MUAR050,C-
100000001,FALL 2019,1,ANTH011,B-
100000001,SUMMER 2018,1,COMP030,B
100000001,SUMMER 2019,1,MGCR060,D
100000001,WINTER 2021,1,MIMM025,A-
100000001,FALL 2021,1,ECON067,C-
100000001,WINTER 2020,1,ANTH039,A
100000001,FALL 2021,1,MIMM036,A-
100000001,WINTER 2018,2,ANTH016,
100000001,FALL 2019,1,ECON005,C
100000001,SUMMER 2020,1,CHEM032,C-
100000001,WINTER 2019,2,ECON000,D
100000001,SUMMER 2020,2,MUAR011,A
100000001,FALL 2019,2,BIOL040,B
100000001,FALL 2020,1,BIOL014,D
100000001,FALL 2018,1,BIOL000,A
100000001,WINTER 2020,1,CHEM069,A
100000001,WINTER 2019,2,MUAR067,B
100000001,FALL 2018,1,ECON011,C-
100000001,SUMMER 2021,1,COMP021,A-
100000001,SUMMER 2019,1,MIMM017,C
100000001,WINTER 2018,1,ANTH068,C-
100000001,WINTER 2018,1,HIST046,A-
100000001,SUMMER 2020,1,HIST029,
100000001,FALL 2021,1,CHEM071,B-
100000001,WINTER 2021,1,BIOL002,
100000001,FALL 2020,1,COMP030,
100000001,WINTER 2020,2,MGCR032,D
100000001,SUMMER 2020,1,ANTH044,C
100000001,SUMMER 2020,1,ECON037,A-
100000001,SUMMER 2019,1,COMP021,
100000001,WINTER 2019,1,MIMM007,A-
100000001,FALL 2021,1,MUAR038,C
100000001,SUMMER 2020,1,MUAR023,D
100000001,FALL 2021,1,MGCR027,B
100000001,SUMMER 2020,1,MGCR010,C
100000002,WINTER 2020,1,BIOL069,A
100000002,SUMMER 2018,2,ECON041,B
100000002,SUMMER 2021,1,CHEM040,C
100000002,WINTER 2021,1,MIMM064,D
100000002,SUMMER 2018,1,HIST007,C
100000002,SUMMER 2020,1,MUAR062,A-
100000002,WINTER 2018,1,MUAR007,C
100000002,FALL 2020,1,COMP038,
100000002,SUMMER 2018,1,ANTH048,B-
100000002,SUMMER 2020,1,MIMM070,A
100000002,SUMMER 2021,1,MGCR003,B-
100000002,WINTER 2020,1,ECON076,A-
100000002,SUMMER 2021,1,BIOL069,D
100000002,SUMMER 2021,1,MGCR075,B
100000002,WINTER 2019,1,ECON016,B
100000002,FALL 2020,2,HIST025,A
100000002,WINTER 2020,1,MIMM059,B-
100000002,FALL 2018,1,MIMM058,C
100000002,WINTER 2020,1,MGCR003,D
100000002,FALL 2021,1,CHEM018,D
100000002,FALL 2018,1,MIMM023,C
100000002,SUMMER 2021,1,CHEM007,C-
100000002,FALL 2021,1,MUAR024,B
100000002,FALL 2020,1,COMP021,
100000003,SUMMER 2019,1,MGCR005,B-
100000003,SUMMER 2019,1,BIOL070,
100000003,SUMMER 2020,1,HIST014,C
100000003,SUMMER 2019,1,HIST020,
100000003,FALL 2019,1,BIOL006,C-
100000003,FALL 2021,2,MGCR024,B-
100000003,FALL 2020,1,MGCR020,B-
100000003,FALL 2020,1,MUAR057,B
100000003,FALL 2021,1,COMP018,C
100000003,WINTER 2018,1,HIST033,A-
100000003,SUMMER 2021,1,ECON039,C
100000003,SUMMER 2021,1,MGCR008,A
100000003,SUMMER 2021,1,MUAR066,D
100000003,WINTER 2018,1,ECON013,
100000003,FALL 2018,1,MGCR007,A
100000003,SUMMER 2018,1,ANTH028,B-
100000003,FALL 2018,1,BIOL017,A-
100000003,FALL 2018,1,BIOL023,A
100000003,WINTER 2018,1,BIOL007,D
100000003,WINTER 2018,1,MIMM047,C-
100000003,WINTER 2018,1,COMP008,
100000003,FALL 2018,1,BIOL050,B
100000003,FALL 2020,2,BIOL046,A
100000003,FALL 2019,2,ECON053,D
100000003,FALL 2020,1,MUAR027,A
100000003,FALL 2019,1,COMP027,C-
100000003,SUMMER 2019,1,MIMM039,
100000003,SUMMER 2019,1,ECON026,C
100000003,FALL 2018,1,ECON034,C-
100000003,WINTER 2020,1,CHEM045,D
100000003,WINTER 2018,2,MUAR016,C
100000003,FALL 2021,1,MIMM006,A-
100000003,FALL 2021,1,HIST023,B-
100000003,FALL 2020,1,MUAR056,
100000003,FALL 2021,1,COMP039,C-
100000004,SUMMER 2021,1,COMP054,A
100000004,WINTER 2018,1,MUAR051,C-
100000004,WINTER 2021,1,HIST034,
100000004,WINTER 2019,1,MIMM036,B-
100000004,FALL 2019,1,CHEM025,C-
100000004,FALL 2018,1,COMP025,B
100000004,SUMMER 2021,1,COMP021,C-
100000004,SUMMER 2021,1,BIOL060,C-
100000004,WINTER 2021,1,MUAR036,D
100000004,WINTER 2019,2,ANTH076,C-
100000004,WINTER 2018,1,BIOL019,B-
100000004,WINTER 2020,1,ECON062,C-
100000004,FALL 2018,1,MUAR027,B
100000004,WINTER 2021,1,HIST011,D
100000004,SUMMER 2019,1,MGCR040,B
100000004,SUMMER 2018,1,MGCR072,C
100000004,FALL 2019,1,CHEM005,D
100000004,FALL 2019,1,MGCR049,C-
100000004,WINTER 2019,1,COMP050,
100000004,FALL 2018,1,COMP000,A-
100000004,FALL 2021,2,ECON049,C
100000004,WINTER 2021,1,ECON029,A-
100000004,SUMMER 2018,1,ANTH064,A-
100000004,WINTER 2021,1,ANTH017,
100000004,WINTER 2018,2,COMP005,D
100000004,SUMMER 2019,1,CHEM067,C
100000004,WINTER 2018,1,CHEM006,D
100000004,WINTER 2019,1,ECON034,
100000004,SUMMER 2018,1,BIOL069,D
100000004,FALL 2018,1,ANTH076,B-
100000004,FALL 2018,1,MGCR027,C-
100000004,SUMMER 2019,1,BIOL056,A
100000004,WINTER 2021,1,ECON020,B-
100000004,FALL 2020,1,ANTH005,D
100000004,FALL 2019,1,BIOL008,B
100000004,SUMMER 2019,1,ANTH074,B-
100000004,SUMMER 2018,1,COMP023,C
100000005,WINTER 2021,1,HIST026,A-
100000005,FALL 2019,1,MIMM007,C-
100000005,FALL 2021,1,BIOL000,A-
100000005,WINTER 2021,1,MUAR006,
100000005,FALL 2019,1,HIST017,A
100000005,WINTER 2018,2,ECON062,B
100000005,FALL 2019,2,MGCR000,C
100000005,SUMMER 2020,1,ANTH009,B-
100000005,SUMMER 2019,1,MGCR000,C-
100000005,SUMMER 2020,2,CHEM020,A-
100000005,FALL 2019,2,COMP067,B-
100000005,FALL 2018,1,BIOL025,C-
100000005,WINTER 2021,1,ANTH031,C
100000005,FALL 2018,1,COMP000,B-
100000005,WINTER 2021,2,MUAR066,D
100000005,FALL 2020,1,BIOL049,B-
100000005,SUMMER 2021,1,MUAR053,
100000005,WINTER 2018,1,COMP034,B
100000005,FALL 2021,1,MUAR000,A
100000005,WINTER 2018,1,CHEM016,C-
100000005,WINTER 2021,2,CHEM017,
100000005,SUMMER 2020,1,MUAR048,A
100000005,SUMMER 2019,1,COMP071,A
100000005,FALL 2019,1,CHEM047,C
100000005,WINTER 2019,2,BIOL075,B
100000005,FALL 2021,1,HIST013,B
100000005,SUMMER 2020,1,MGCR004,B
100000005,FALL 2019,1,MUAR028,C-
100000005,SUMMER 2020,2,MUAR011,A
100000005,WINTER 2021,1,COMP034,C
100000005,SUMMER 2019,2,MGCR025,D
100000005,WINTER 2019,1,MUAR030,B
100000006,FALL 2021,2,MIMM001,A
100000006,SUMMER 2021,1,ECON038,B
100000006,WINTER 2019,2,ECON070,C
100000006,SUMMER 2018,2,MIMM040,D
100000006,SUMMER 2020,1,HIST016,C
100000006,FALL 2020,1,ANTH038,A
100000006,FALL 2018,1,COMP031,A
100000006,FALL 2018,1,COMP015,C
100000006,WINTER 2021,1,MIMM000,D
100000006,WINTER 2021,1,CHEM053,B
100000006,FALL 2018,1,BIOL023,B-
100000006,FALL 2019,2,MGCR011,C-
100000006,SUMMER 2018,2,MGCR041,A-
100000006,SUMMER 2021,1,MIMM061,D
100000006,WINTER 2020,1,ANTH040,A-
100000006,FALL 2021,2,ECON027,C-
100000006,WINTER 2019,1,COMP068,B
100000006,SUMMER 2019,1,ANTH076,C
100000006,FALL 2021,1,MIMM010,
100000006,WINTER 2018,1,MUAR027,A
100000007,SUMMER 2019,1,MUAR066,A-
100000007,SUMMER 2019,2,MIMM013,B
100000007,SUMMER 2018,1,MIMM054,A
100000007,FALL 2021,1,MUAR015,C
100000007,SUMMER 2018,2,COMP033,A-
100000007,FALL 2021,1,HIST025,C-
100000007,WINTER 2021,1,MGCR050,A
100000007,WINTER 2019,1,CHEM030,A-
100000007,WINTER 2018,1,MGCR046,A
100000007,WINTER 2020,1,COMP021,
100000007,WINTER 2019,2,ECON000,B
100000007,FALL 2019,1,MIMM042,
100000007,WINTER 2018,1,MIMM066,C
100000007,SUMMER 2018,2,MUAR013,
100000007,FALL 2018,2,BIOL070,C
100000007,SUMMER 2019,1,MUAR068,B-
100000007,FALL 2020,1,CHEM049,B-
100000007,WINTER 2018,1,ANTH055,A
100000007,WINTER 2019,2,BIOL068,A
100000007,FALL 2019,2,CHEM031,A-
100000007,WINTER 2019,1,ECON003,A
100000007,FALL 2020,1,CHEM018,C-
100000007,FALL 2020,1,CHEM021,C-
100000007,SUMMER 2018,1,HIST055,D
100000007,WINTER 2019,1,HIST074,C
100000007,WINTER 2018,1,ECON051,B
100000007,WINTER 2021,1,CHEM016,B
100000007,WINTER 2021,1,ANTH019,C
100000007,WINTER 2020,2,MIMM050,C-
100000007,FALL 2018,1,BIOL034,C
100000007,SUMMER 2019,1,HIST035,C-
100000007,WINTER 2019,1,BIOL056,C-
100000007,WINTER 2021,1,ECON045,A-
100000007,FALL 2021,2,ANTH056,C-
100000007,SUMMER 2018,1,HIST005,C
100000007,FALL 2021,2,ECON012,C-
100000007,WINTER 2020,1,MUAR009,B-
100000007,WINTER 2020,2,COMP076,C-
100000008,SUMMER 2021,1,MGCR052,C
100000008,SUMMER 2019,1,COMP014,D
100000008,FALL 2019,1,MUAR067,C
100000008,SUMMER 2020,1,ANTH025,A
100000008,FALL 2021,1,MGCR003,A
100000008,SUMMER 2020,2,ECON051,D
100000008,WINTER 2018,2,CHEM044,C
100000008,WINTER 2020,2,MUAR068,A
100000008,SUMMER 2020,2,MIMM041,
100000008,SUMMER 2020,1,MIMM028,D
100000008,FALL 2019,1,MGCR032,C-
100000008,SUMMER 2020,1,COMP074,A
100000008,FALL 2018,1,CHEM051,D
100000008,WINTER 2020,1,MIMM069,D
100000008,FALL 2020,1,ANTH006,C
100000008,WINTER 2019,1,HIST049,B
100000008,FALL 2020,1,CHEM075,B
100000008,WINTER 2019,1,ANTH034,
100000008,WINTER 2019,1,MIMM030,B-
100000008,WINTER 2019,1,BIOL003,
100000008,WINTER 2019,1,MGCR054,B-
100000008,SUMMER 2018,1,ANTH015,B
100000008,FALL 2020,1,ECON072,C-
100000008,FALL 2021,1,MUAR044,C-
100000008,FALL 2018,1,ANTH025,D
100000008,WINTER 2019,2,BIOL010,A-
100000008,SUMMER 2020,2,MUAR040,C
100000008,WINTER 2018,1,BIOL072,C
100000008,FALL 2020,1,ANTH045,A-
100000008,SUMMER 2021,1,MIMM069,
100000008,WINTER 2020,1,MUAR000,C
100000008,WINTER 2021,2,ECON057,C
100000009,WINTER 2020,1,COMP044,C-
100000009,WINTER 2019,1,HIST030,B-
100000009,WINTER 2018,1,MGCR075,C
100000009,SUMMER 2018,1,COMP056,B-
